java.util.list.add(),system.collections.generic.list.add()
java.util.list.get(),system.collections.generic.list.get()
java.lang.stringbuilder.append(),system.text.stringbuilder.append()
java.io.file.exists(),system.io.file.exists()
java.util.collection.add(),system.collections.objectmodel.collection.add()
java.util.list.contains(),system.collections.generic.list.contains()
java.util.set.contains(),system.data.common.utils.set.contains()
java.util.list.toarray(),system.collections.generic.list.toarray()
java.util.list.remove(),system.collections.generic.list.remove()
java.io.file.delete(),system.io.file.delete()
java.util.list.clear(),system.collections.generic.list.clear()
java.util.arraylist.toarray(),system.collections.arraylist.toarray()
java.lang.string.substring(),system.string.substring()
java.util.hashset.add(),system.collections.generic.hashset.add()
java.awt.list.add(),system.collections.generic.list.add()
java.io.stringwriter.tostring(),system.io.stringwriter.tostring()
java.lang.stringbuilder.tostring(),system.text.stringbuilder.tostring()
junit.framework.assert.fail(),system.diagnostics.assert.fail()
java.util.set.remove(),system.linq.set.remove()
java.util.stack.push(),system.collections.generic.stack.push()
java.util.stack.push(),system.collections.stack.push()
java.awt.graphics.drawline(),system.drawing.graphics.drawline()
java.util.arraylist.remove(),system.collections.arraylist.remove()
java.lang.math.abs(),system.math.abs()
java.lang.math.max(),system.math.max()
java.util.collection.contains(),system.collections.objectmodel.collection.contains()
java.lang.string.indexof(),system.string.indexof()
java.util.stack.pop(),system.collections.generic.stack.pop()
java.util.stack.pop(),system.collections.stack.pop()
java.util.list.indexof(),system.collections.generic.list.indexof()
java.util.arraylist.clear(),system.collections.arraylist.clear()
java.lang.math.min(),system.math.min()
java.util.arraylist.contains(),system.collections.arraylist.contains()
java.lang.string.startswith(),system.string.startswith()
java.util.stack.peek(),system.collections.generic.stack.peek()
java.util.stack.peek(),system.collections.stack.peek()
java.util.hashset.contains(),system.collections.generic.hashset.contains()
java.io.stringwriter.write(),system.io.stringwriter.write()
java.net.uri.tostring(),system.uri.tostring()
java.net.socket.close(),system.net.sockets.socket.close()
java.util.bitset.get(),system.collections.bitset.get()
java.util.random.nextdouble(),system.random.nextdouble()
java.util.bitset.set(),system.collections.bitset.set()
java.lang.object.tostring(),system.object.tostring()
java.lang.math.round(),system.math.round()
java.awt.graphics.drawstring(),system.drawing.graphics.drawstring()
java.awt.graphics.drawimage(),system.drawing.graphics.drawimage()
java.lang.string.split(),system.string.split()
java.awt.container.add(),system.componentmodel.container.add()
java.lang.string.contains(),system.string.contains()
java.util.hashtable.keys(),system.collections.hashtable.keys()
java.util.hashtable.remove(),system.collections.hashtable.remove()
java.lang.string.lastindexof(),system.string.lastindexof()
java.lang.math.log(),system.math.log()
java.util.collection.remove(),system.collections.objectmodel.collection.remove()
java.lang.string.endswith(),system.string.endswith()
java.lang.string.replace(),system.string.replace()
java.util.list.removeall(),system.collections.generic.list.removeall()
java.util.linkedlist.removefirst(),system.collections.generic.linkedlist.removefirst()
java.util.collection.clear(),system.collections.objectmodel.collection.clear()
