java.lang.stringbuilder.append(),system.text.stringbuilder.appendline()
java.lang.stringbuilder.append(),system.text.stringbuilder.appendjoin()
java.util.map.containskey(),system.collections.generic.list.contains()
java.util.list.addall(),system.collections.generic.list.add()
java.io.outputstream.write(),system.servicemodel.description.metadataset.writeto()
java.util.random.nextint(),system.random.next()
java.util.list.remove(),system.collections.generic.list.removeat()
java.util.list.remove(),system.collections.generic.list.removeall()
java.util.map.remove(),system.collections.generic.linkedlist.removelast()
java.util.map.remove(),system.collections.concurrent.concurrentdictionary.tryremove()
java.io.inputstream.read(),system.io.stream.endread()
java.util.arrays.equals(),nunit.framework.collectionassert.areequal()
java.io.file.getpath(),system.io.path.gettemppath()
java.lang.string.trim(),system.string.trimend()
org.w3c.dom.element.setattribute(),system.xml.xmlelement.attributes()
org.w3c.dom.element.setattribute(),system.reflection.metadata.methoddefinition.customattributes()
java.util.set.addall(),system.linq.set.add()
java.util.set.remove(),system.collections.generic.hashset.removewhere()
java.io.file.listfiles(),system.io.directory.getfiles()
java.io.file.listfiles(),system.io.directoryinfo.getfiles()
java.util.hashmap.containskey(),system.collections.generic.hashset.contains()
java.util.hashmap.containskey(),system.collections.idictionary.contains()
java.util.hashmap.containskey(),system.collections.generic.icollection.contains()
java.sql.preparedstatement.executequery(),system.data.oledb.oledbcommand.executereader()
java.util.arraylist.remove(),system.collections.arraylist.removeat()
java.util.arraylist.remove(),system.collections.arraylist.removerange()
java.util.collection.contains(),system.collections.generic.dictionary.containskey()
java.lang.string.indexof(),system.string.indexofany()
java.io.file.length(),system.io.filestream.setlength()
java.util.logging.logger.warning(),nunit.framework.internal.logger.warn()
java.util.list.indexof(),system.collections.generic.list.lastindexof()
java.io.datainputstream.readint(),system.io.compression.deflatestream.read()
java.io.datainputstream.readint(),system.io.binaryreader.readuint16()
java.lang.reflect.method.getname(),system.componentmodel.dataannotations.displayattribute.getshortname()
java.lang.string.hashcode(),system.string.gethashcode()
java.lang.string.hashcode(),system.datetime.gethashcode()
java.lang.string.hashcode(),system.version.gethashcode()
java.net.url.openstream(),system.net.webclient.openread()
java.io.fileoutputstream.write(),system.io.file.openwrite()
java.io.printwriter.write(),system.web.ui.htmltextwriter.writeline()
java.io.stringwriter.write(),system.io.stringwriter.writeline()
javax.swing.jtextfield.gettext(),system.windows.forms.textbox.text()
java.awt.graphics.fillrect(),system.drawing.graphics.fillrectangle()
java.io.dataoutput.writeint(),system.security.cryptography.cryptostream.writebyte()
java.util.bitset.set(),system.collections.bitset.set()
java.io.datainput.readint(),system.io.binaryreader.readuint32()
java.io.datainput.readint(),system.io.binaryreader.readuint16()
java.io.datainput.readint(),system.io.binaryreader.readuint64()
java.io.datainput.readint(),system.io.binaryreader.readsingle()
java.util.random.nextdouble(),system.random.nextdoubles()
java.util.bitset.get(),system.collections.bitset.get()
java.util.concurrent.atomic.atomicinteger.incrementandget(),system.threading.interlocked.increment()
java.lang.string.replaceall(),system.string.replace()
java.util.hashtable.containskey(),system.collections.stack.contains()
java.awt.graphics.drawimage(),system.drawing.graphics.drawpie()
java.net.url.getpath(),system.io.path.getfullpath()
java.lang.reflect.array.newinstance(),system.array.createinstance()
java.util.linkedlist.addall(),system.collections.generic.hashset.add()
java.io.objectinputstream.readint(),system.io.binaryreader.read()
java.io.objectinputstream.readint(),system.io.binaryreader.readuint16()
java.lang.string.lastindexof(),system.string.indexof()
java.lang.string.lastindexof(),system.string.lastindexofany()
java.util.vector.remove(),system.collections.arraylist.removeat()
java.util.vector.remove(),system.collections.generic.sortedlist.removeat()
